entry_ts,exit_ts,session,side,entry_price,exit_price,stop_price,tp1_price,runner_target_price,contracts,risk_dollars,pnl,gross_pnl,tp1_hit,tp1_gross_pnl,runner_gross_pnl,reason,htf_timeframe,sweep_pool,tp1_pool,runner_pool,r_mult
2013-01-23 15:05:00-05:00,2013-01-23 16:00:00-05:00,2013-01-23,1,3020.5,3033.25,3010.0,3036.25,3038.75,15,315.0,367.5,382.5,False,0.0,382.5,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.1666666666666667
2013-04-15 15:25:00-04:00,2013-04-15 16:00:00-04:00,2013-04-15,-1,3044.25,3027.0,3059.75,3021.0,3018.0,10,310.0,395.0,405.0,True,232.5,172.5,runner_session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.2741935483870968
2013-06-14 15:25:00-04:00,2013-06-14 16:00:00-04:00,2013-06-14,-1,3211.0,3203.0,3225.0,3190.0,3189.25,11,308.0,165.0,176.0,False,0.0,176.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,0.5357142857142857
2013-10-31 15:00:00-04:00,2013-10-31 16:00:00-04:00,2013-10-31,-1,3878.75,3861.25,3892.25,3858.5,3855.75,12,324.0,441.0,453.0,True,243.0,210.0,runner_session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.3611111111111112
2013-11-15 10:50:00-05:00,2013-11-15 11:55:00-05:00,2013-11-15,-1,4103.25,4075.5,4116.25,4083.75,4075.5,12,312.0,555.0,567.0,True,234.0,333.0,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.7788461538461537
2013-11-27 15:20:00-05:00,2013-11-27 16:00:00-05:00,2013-11-27,-1,3960.75,3964.75,3971.75,3944.25,3943.75,14,308.0,-126.0,-112.0,False,0.0,-112.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.4090909090909091
2013-12-30 15:50:00-05:00,2013-12-30 16:00:00-05:00,2013-12-30,-1,3991.25,3995.0,4004.5,3971.375,3969.25,12,318.0,-102.0,-90.0,False,0.0,-90.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.32075471698113206
2014-04-09 15:15:00-04:00,2014-04-09 16:00:00-04:00,2014-04-09,1,4822.5,4828.5,4788.25,4873.875,,4,274.0,44.0,48.0,False,0.0,48.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,session_close_or_breakeven,0.16058394160583941
2014-04-14 10:45:00-04:00,2014-04-14 16:00:00-04:00,2014-04-14,-1,4668.0,4667.75,4690.0,4635.0,4633.5,7,308.0,-3.5,3.5,False,0.0,3.5,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.011363636363636364
2014-04-16 15:30:00-04:00,2014-04-16 15:45:00-04:00,2014-04-16,1,4816.0,4839.75,4802.5,4836.25,4839.75,12,324.0,516.0,528.0,True,243.0,285.0,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.5925925925925926
